,Year,mark,Mileage,Model,Price,Maximum_power,Volume,Engine_volume
138,2020.0,Volkswagen ,0.0,Caravelle ,4255700.0,199.0,2.0,1968.0
139,2020.0,Volkswagen ,0.0,Caravelle ,4190000.0,199.0,2.0,1968.0
140,2020.0,Volkswagen ,0.0,Caravelle ,3970000.0,150.0,2.0,1968.0
141,2020.0,Volkswagen ,0.0,Caravelle ,3695000.0,150.0,2.0,1968.0
142,2020.0,Volkswagen ,0.0,Caravelle ,3658500.0,199.0,2.0,1968.0
143,2020.0,Volkswagen ,0.0,Caravelle ,4271600.0,150.0,2.0,1968.0
144,2020.0,Volkswagen ,0.0,Caravelle ,4816400.0,199.0,2.0,1968.0
145,2020.0,Volkswagen ,0.0,Caravelle ,4137300.0,199.0,2.0,1968.0
146,2019.0,Nissan ,7000.0,Qashqai ,1945000.0,144.0,2.0,1997.0
147,2020.0,Nissan ,0.0,Qashqai ,1804000.0,144.0,2.0,1997.0
148,2020.0,Nissan ,0.0,Qashqai ,1518000.0,144.0,2.0,1997.0
149,2020.0,Nissan ,0.0,Qashqai ,1263000.0,144.0,2.0,1997.0
150,2020.0,Nissan ,0.0,Qashqai ,1827000.0,144.0,2.0,1997.0
151,2019.0,Nissan ,,Qashqai ,1495000.0,144.0,2.0,1997.0
152,2020.0,Nissan ,0.0,Qashqai ,1383000.0,144.0,2.0,1997.0
153,2020.0,Nissan ,,Qashqai ,1920000.0,144.0,2.0,1997.0
154,2020.0,Nissan ,0.0,Qashqai ,1518000.0,144.0,2.0,1997.0
155,2020.0,Nissan ,,Qashqai ,1687000.0,144.0,2.0,1997.0
156,2020.0,Nissan ,,Qashqai ,1402000.0,144.0,2.0,1997.0
157,2020.0,Nissan ,,Qashqai ,1256000.0,115.0,1.2,1197.0
158,2019.0,Nissan ,40404.0,Qashqai ,1850000.0,144.0,2.0,1997.0
159,2020.0,Nissan ,0.0,Qashqai ,1399000.0,144.0,2.0,1997.0
160,2020.0,Nissan ,0.0,Qashqai ,1441000.0,144.0,2.0,1997.0
161,2020.0,Nissan ,0.0,Qashqai ,1416360.0,144.0,2.0,1997.0
162,2020.0,Nissan ,0.0,Qashqai ,1375210.0,144.0,2.0,1997.0
163,2020.0,Nissan ,0.0,Qashqai ,1796000.0,144.0,2.0,1997.0
164,2020.0,Nissan ,0.0,Qashqai ,1672000.0,144.0,2.0,1997.0
165,2020.0,Nissan ,0.0,Qashqai ,1490000.0,144.0,2.0,1997.0
166,2020.0,Nissan ,0.0,Qashqai ,1586710.0,144.0,2.0,1997.0
167,2020.0,Nissan ,0.0,Qashqai ,1440900.0,144.0,2.0,1997.0
168,2020.0,Audi ,0.0,A4 ,2374400.0,150.0,2.0,1984.0
169,2020.0,Audi ,0.0,A4 ,2350000.0,150.0,2.0,1984.0
170,2020.0,Audi ,0.0,A4 ,2620000.0,190.0,2.0,1984.0
171,2020.0,Audi ,0.0,A4 ,2490000.0,150.0,2.0,1984.0
172,2020.0,Audi ,0.0,A4 ,2350000.0,150.0,2.0,1984.0
173,2020.0,Audi ,3900.0,A4 ,2820000.0,150.0,2.0,1984.0
174,2020.0,Audi ,0.0,A4 ,2565000.0,190.0,2.0,1984.0
175,2020.0,Audi ,0.0,A4 ,2565000.0,190.0,2.0,1984.0
176,2020.0,Audi ,0.0,A4 ,2565000.0,190.0,2.0,1984.0
177,2020.0,Audi ,0.0,A4 ,2675000.0,150.0,2.0,1984.0
178,2020.0,Audi ,,A4 ,2350000.0,150.0,2.0,1984.0
179,2020.0,Audi ,0.0,A4 ,2350000.0,150.0,2.0,1984.0
180,2020.0,Audi ,0.0,A4 ,2675000.0,190.0,2.0,1984.0
181,2020.0,Audi ,0.0,A4 ,2885000.0,190.0,2.0,1984.0
182,2020.0,Audi ,0.0,A4 ,3156994.0,190.0,2.0,1984.0
183,2020.0,Audi ,0.0,A4 ,2980000.0,190.0,2.0,1984.0
184,2020.0,Audi ,0.0,A4 ,2675000.0,190.0,2.0,1984.0
185,2020.0,Audi ,0.0,A4 ,2730000.0,150.0,2.0,1984.0
186,2020.0,Nissan ,0.0,X-Trail ,2057000.0,144.0,2.0,1997.0
187,2019.0,Nissan ,21900.0,X-Trail ,1740000.0,144.0,2.0,1997.0
188,2020.0,Nissan ,0.0,X-Trail ,1881480.0,144.0,2.0,1997.0
189,2020.0,Nissan ,9500.0,X-Trail ,2230000.0,171.0,2.5,2488.0
190,2020.0,Nissan ,0.0,X-Trail ,2041000.0,171.0,2.5,2488.0
191,2020.0,Nissan ,0.0,X-Trail ,1430000.0,144.0,2.0,1997.0
192,2020.0,Nissan ,,X-Trail ,2031000.0,171.0,2.5,2488.0
193,2020.0,Nissan ,6900.0,X-Trail ,1995000.0,144.0,2.0,1997.0
194,2020.0,Nissan ,0.0,X-Trail ,2112000.0,171.0,2.5,2488.0
195,2020.0,Nissan ,,X-Trail ,1950000.0,171.0,2.5,2488.0
196,2020.0,Nissan ,0.0,X-Trail ,1647000.0,144.0,2.0,1997.0
197,2018.0,Nissan ,5951.0,X-Trail ,1848000.0,144.0,2.0,1997.0
198,2019.0,Nissan ,12665.0,X-Trail ,1990000.0,144.0,2.0,1997.0
199,2020.0,Nissan ,0.0,X-Trail ,1962000.0,130.0,1.6,1598.0
200,2020.0,Nissan ,0.0,X-Trail ,2103000.0,144.0,2.0,1997.0
201,2020.0,Nissan ,0.0,X-Trail ,2100000.0,144.0,2.0,1997.0
202,2020.0,Nissan ,,X-Trail ,1586710.0,144.0,2.0,1997.0
203,2020.0,Nissan ,0.0,X-Trail ,1881480.0,144.0,2.0,1997.0
204,2020.0,Nissan ,,X-Trail ,2017000.0,171.0,2.5,2488.0
205,2020.0,Nissan ,0.0,X-Trail ,1984000.0,144.0,2.0,1997.0
206,2020.0,Nissan ,,X-Trail ,2230000.0,171.0,2.5,2488.0
207,2019.0,Nissan ,8000.0,X-Trail ,2000000.0,144.0,2.0,1997.0
208,2020.0,Nissan ,0.0,X-Trail ,2172000.0,171.0,2.5,2488.0
209,2020.0,Nissan ,0.0,X-Trail ,1950500.0,171.0,2.5,2488.0
210,2020.0,Infiniti ,0.0,QX60 ,3630000.0,262.0,3.5,3498.0
211,2020.0,Infiniti ,,QX60 ,3575000.0,262.0,3.5,3498.0
212,2020.0,Infiniti ,0.0,QX60 ,3575000.0,262.0,3.5,3498.0
213,2019.0,Infiniti ,4096.0,QX60 ,3239000.0,283.0,3.5,3498.0
214,2018.0,Infiniti ,25831.0,QX60 ,2527000.0,262.0,3.5,3498.0
215,2020.0,Infiniti ,0.0,QX60 ,2962000.0,283.0,3.5,3498.0
216,2020.0,Infiniti ,0.0,QX60 ,2962000.0,283.0,3.5,3498.0
217,2017.0,Infiniti ,85408.0,QX60 ,2227000.0,262.0,3.5,3498.0
218,2020.0,Infiniti ,0.0,QX60 ,2962000.0,283.0,3.5,3498.0
219,2020.0,Infiniti ,0.0,QX60 ,3293000.0,283.0,3.5,3498.0
220,2020.0,Infiniti ,0.0,QX60 ,2963000.0,283.0,3.5,3498.0
221,2020.0,Infiniti ,0.0,QX60 ,2963000.0,283.0,3.5,3498.0
222,2018.0,Infiniti ,24000.0,QX60 ,2800000.0,262.0,3.5,3498.0
223,2020.0,Infiniti ,0.0,QX60 ,2963000.0,283.0,3.5,3498.0
224,2018.0,Infiniti ,62300.0,QX60 ,2760000.0,262.0,3.5,3498.0
225,2019.0,Infiniti ,12322.0,QX50 ,3150000.0,249.0,2.0,1997.0
226,2019.0,Infiniti ,10900.0,QX50 ,3300000.0,249.0,2.0,1997.0
227,2020.0,Infiniti ,,QX50 ,3500000.0,249.0,2.0,1997.0
228,2020.0,Infiniti ,0.0,QX50 ,3995000.0,249.0,2.0,1997.0
229,2018.0,Infiniti ,30210.0,QX50 ,2899000.0,249.0,2.0,1997.0
230,2020.0,Infiniti ,0.0,QX50 ,4040000.0,249.0,2.0,1997.0
231,2020.0,Infiniti ,0.0,QX50 ,4015000.0,249.0,2.0,1997.0
232,2018.0,Infiniti ,26500.0,QX50 ,2497000.0,249.0,2.0,1997.0
233,2020.0,Infiniti ,0.0,QX50 ,3258000.0,249.0,2.0,1997.0
234,2020.0,Infiniti ,0.0,QX50 ,3258000.0,249.0,2.0,1997.0
235,2018.0,Infiniti ,33500.0,QX50 ,2785000.0,249.0,2.0,1997.0
236,2020.0,Infiniti ,0.0,QX50 ,3450000.0,249.0,2.0,1997.0
237,2020.0,Infiniti ,0.0,QX50 ,3274000.0,249.0,2.0,1997.0
238,2020.0,Skoda ,0.0,Karoq ,1563500.0,150.0,1.4,1395.0
239,2020.0,Skoda ,0.0,Karoq ,1732956.0,150.0,1.4,1395.0
240,2020.0,Skoda ,0.0,Karoq ,2062800.0,150.0,1.4,1395.0
241,2020.0,Skoda ,2100.0,Karoq ,1520000.0,150.0,1.4,1395.0
242,2020.0,Skoda ,0.0,Karoq ,1516500.0,150.0,1.4,1395.0
243,2020.0,Skoda ,70.0,Karoq ,2050000.0,150.0,1.4,1395.0
244,2020.0,Skoda ,0.0,Karoq ,2040200.0,150.0,1.4,1395.0
245,2020.0,Skoda ,0.0,Karoq ,1498200.0,150.0,1.4,1395.0
246,2020.0,Skoda ,0.0,Karoq ,1824000.0,150.0,1.4,1395.0
247,2020.0,Skoda ,,Karoq ,1626500.0,150.0,1.4,1395.0
248,2020.0,Skoda ,0.0,Karoq ,1703950.0,150.0,1.4,1395.0
249,2020.0,Skoda ,0.0,Karoq ,1833200.0,150.0,1.4,1395.0
250,2020.0,Skoda ,0.0,Karoq ,1833200.0,150.0,1.4,1395.0
251,2020.0,Skoda ,0.0,Karoq ,1759400.0,150.0,1.4,1395.0
252,2020.0,Skoda ,0.0,Karoq ,1732600.0,150.0,1.4,1395.0
253,2020.0,Haval ,0.0,F7 ,1810000.0,190.0,2.0,1967.0
254,2020.0,Haval ,0.0,F7 ,1859000.0,190.0,2.0,1967.0
255,2019.0,Haval ,30327.0,F7 ,1645000.0,190.0,2.0,1967.0
256,2020.0,Haval ,0.0,F7 ,1572000.0,190.0,2.0,1967.0
257,2020.0,Haval ,0.0,F7 ,1569000.0,190.0,2.0,1967.0
258,2019.0,Haval ,16870.0,F7 ,1619000.0,190.0,2.0,1967.0
259,2019.0,Haval ,17000.0,F7 ,1566666.0,190.0,2.0,1967.0
260,2020.0,Haval ,0.0,F7 ,1689000.0,190.0,2.0,1967.0
261,2020.0,Haval ,0.0,F7 ,1859000.0,190.0,2.0,1967.0
262,2020.0,Haval ,0.0,F7 ,1859000.0,190.0,2.0,1967.0
263,2019.0,Haval ,28700.0,F7 ,1650000.0,190.0,2.0,1967.0
264,2020.0,Haval ,0.0,F7 ,1959000.0,190.0,2.0,1967.0
265,2020.0,Haval ,0.0,F7 ,1525000.0,150.0,1.5,1499.0
266,2020.0,Haval ,16107.0,F7 ,1519000.0,150.0,1.5,1499.0
267,2020.0,Mercedes-Benz ,5.0,E-Class ,4700000.0,197.0,2.0,1991.0
268,2020.0,Mercedes-Benz ,0.0,E-Class ,3409665.0,197.0,2.0,1991.0
269,2020.0,Mercedes-Benz ,0.0,E-Class ,3564500.0,197.0,2.0,1991.0
270,2020.0,Mercedes-Benz ,0.0,E-Class ,4534900.0,197.0,2.0,1991.0
271,2020.0,Mercedes-Benz ,1400.0,E-Class ,3950000.0,194.0,2.0,1950.0
272,2020.0,Mercedes-Benz ,0.0,E-Class ,4369900.0,197.0,2.0,1991.0
273,2020.0,Mercedes-Benz ,50.0,E-Class ,3879000.0,197.0,2.0,1991.0
274,2020.0,Mercedes-Benz ,,E-Class ,4534900.0,197.0,2.0,1991.0
275,2020.0,Mercedes-Benz ,,E-Class ,3900000.0,197.0,2.0,1991.0
276,2020.0,Mercedes-Benz ,0.0,E-Class ,4374800.0,197.0,2.0,1991.0
277,2020.0,Mercedes-Benz ,0.0,E-Class ,4539800.0,197.0,2.0,1991.0
278,2020.0,Mercedes-Benz ,154.0,E-Class ,3766317.0,197.0,2.0,1991.0
279,2020.0,Mercedes-Benz ,0.0,E-Class ,4350000.0,197.0,2.0,1991.0
280,2020.0,Mercedes-Benz ,154.0,E-Class ,3765550.0,197.0,2.0,1991.0
281,2020.0,Mercedes-Benz ,98.0,E-Class ,3758000.0,197.0,2.0,1991.0
282,2020.0,Mercedes-Benz ,0.0,E-Class ,3523280.0,197.0,2.0,1991.0
283,2017.0,Volkswagen ,125300.0,Amarok ,2298000.0,180.0,2.0,1968.0
284,2020.0,Mercedes-Benz ,0.0,CLA ,2757159.0,163.0,1.3,1332.0
285,2020.0,Mercedes-Benz ,5200.0,CLA ,2560000.0,150.0,1.3,1332.0
286,2019.0,Mercedes-Benz ,9205.0,CLA ,2698000.0,150.0,1.3,1332.0
287,2020.0,Mercedes-Benz ,0.0,CLA ,2752400.0,163.0,1.3,1332.0
288,2020.0,Mercedes-Benz ,0.0,CLA ,2768525.0,163.0,1.3,1332.0
289,2020.0,Mercedes-Benz ,0.0,CLA ,2759370.0,163.0,1.3,1332.0
290,2020.0,Mercedes-Benz ,0.0,CLA ,2441196.0,163.0,1.3,1332.0
291,2019.0,Mercedes-Benz ,18000.0,CLA ,2397000.0,150.0,1.3,1332.0
292,2020.0,Mercedes-Benz ,,CLA ,3427660.0,224.0,2.0,1991.0
293,2020.0,Mercedes-Benz ,17180.0,CLA ,2999000.0,224.0,2.0,1991.0
294,2020.0,Mercedes-Benz ,0.0,CLA ,2781690.0,163.0,1.3,1332.0
295,2020.0,Mercedes-Benz ,0.0,CLA ,2952100.0,163.0,1.3,1332.0
296,2020.0,Mercedes-Benz ,0.0,CLA ,2873500.0,163.0,1.3,1332.0
297,2019.0,Mercedes-Benz ,,CLA ,2798000.0,224.0,2.0,1991.0
298,2020.0,Mercedes-Benz ,0.0,CLA ,3610500.0,224.0,2.0,1991.0
299,2020.0,Audi ,0.0,Q5 ,3460000.0,249.0,2.0,1984.0
300,2020.0,Audi ,0.0,Q5 ,3460000.0,249.0,2.0,1984.0
301,2020.0,Audi ,0.0,Q5 ,3460000.0,249.0,2.0,1984.0
302,2020.0,Audi ,0.0,Q5 ,3540000.0,249.0,2.0,1984.0
303,2020.0,Audi ,0.0,Q5 ,3540000.0,249.0,2.0,1984.0
304,2018.0,Audi ,35100.0,Q5 ,2549000.0,249.0,2.0,1984.0
305,2019.0,Audi ,7496.0,Q5 ,2990000.0,249.0,2.0,1984.0
306,2020.0,Audi ,0.0,Q5 ,3460000.0,249.0,2.0,1984.0
307,2017.0,Audi ,70000.0,Q5 ,2449000.0,249.0,2.0,1984.0
308,2020.0,Audi ,0.0,Q5 ,3540000.0,249.0,2.0,1984.0
309,2020.0,Audi ,0.0,Q5 ,3540000.0,249.0,2.0,1984.0
310,2020.0,Audi ,0.0,Q5 ,3460000.0,249.0,2.0,1984.0
311,2017.0,Audi ,42414.0,Q5 ,3050000.0,249.0,2.0,1984.0
312,2017.0,Audi ,23000.0,Q5 ,2990000.0,249.0,2.0,1984.0
313,2015.0,Mercedes-Benz ,78000.0,V-Class ,3500000.0,190.0,2.1,2143.0
314,2020.0,Mercedes-Benz ,1.0,V-Class ,21900000.0,190.0,2.1,2143.0
315,2020.0,Mercedes-Benz ,1.0,V-Class ,24900000.0,190.0,2.1,2143.0
